artist_name,track_title,entry_date,stream_duration_ms,product_type,ip_address,client_name_from_session,country_name,region_name,city_name,postal_code,time_zone
De Jeugd Van Tegenwoordig,Ik Was Een Klootzak,2023-04-25 04:57:56.031000+00:00,6000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Straatmeermin,2023-04-25 04:58:02.844000+00:00,38000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Sterrenstof,2023-04-25 04:58:40.949000+00:00,221000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Straatmeermin,2023-04-25 05:03:06.278000+00:00,162000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Broertje Ik Heb Je,2023-04-25 05:06:47.123000+00:00,15000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 05:07:02.819000+00:00,206000.0,TRACK,77.63.88.161,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 05:10:29.943000+00:00,4000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Daniel Caesar,Valentina,2023-04-25 05:10:33.178000+00:00,155000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 06:24:15.275000+00:00,6000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-25 06:24:21.158000+00:00,161000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 06:31:32.117000+00:00,206000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Joey Bada$$,Cruise Control,2023-04-25 06:39:42.330000+00:00,11000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ik Was Een Klootzak,2023-04-25 06:39:53.840000+00:00,309000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Joey Bada$$,Cruise Control,2023-04-25 06:46:29.844000+00:00,118000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Joey Bada$$,Cruise Control,2023-04-25 06:48:27.202000+00:00,207000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Maxo Kream feat. Anderson .Paak,THE VISION (feat. Anderson .Paak),2023-04-25 06:53:32.879000+00:00,6000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Southside feat. Lil Durk,Save Me (feat. Lil Durk),2023-04-25 06:53:38.800000+00:00,113000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Zakmuitdeheup,2023-04-25 06:55:31.367000+00:00,0.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Lente In Bed,2023-04-25 06:55:31.637000+00:00,5000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Zakmuitdeheup,2023-04-25 06:55:36.683000+00:00,275000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Baby Keem & Kendrick Lamar,family ties,2023-04-25 07:00:41.398000+00:00,37000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Kendrick Lamar,YAH.,2023-04-25 07:01:18.079000+00:00,0.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Kendrick Lamar,A.D.H.D,2023-04-25 07:01:18.321000+00:00,4000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
Kendrick Lamar,YAH.,2023-04-25 07:01:22.817000+00:00,37000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 07:01:59.819000+00:00,5000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-25 07:02:04.204000+00:00,231000.0,TRACK,77.63.87.249,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1054,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 08:08:42.468000+00:00,206000.0,TRACK,77.63.90.1,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 08:36:22.327000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 08:36:23.697000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 08:36:24.046000+00:00,98000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Daniel Caesar,Valentina,2023-04-25 08:45:59.491000+00:00,27000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 08:46:26.136000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 08:46:26.335000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 08:46:26.646000+00:00,98000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
GoldLink feat. Miguel,Got Friends (feat. Miguel),2023-04-25 08:50:23.915000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Childish Gambino,Summertime Magic,2023-04-25 08:50:24.183000+00:00,6000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
GoldLink feat. Miguel,Got Friends (feat. Miguel),2023-04-25 08:50:30.789000+00:00,227000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Chance the Rapper,Work Out,2023-04-25 08:58:04.270000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
GoldLink feat. Miguel,Got Friends (feat. Miguel),2023-04-25 08:58:04.507000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Chance the Rapper,Work Out,2023-04-25 08:58:05.057000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Chance the Rapper,Work Out,2023-04-25 08:58:06.653000+00:00,5000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Childish Gambino,Feels Like Summer,2023-04-25 08:58:11.071000+00:00,8000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
6LACK,Switch,2023-04-25 08:58:19.534000+00:00,207000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Kendrick Lamar Feat. Zacari,LOVE.,2023-04-25 09:03:09.096000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Frank Ocean,Nights,2023-04-25 09:03:09.312000+00:00,6000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Kendrick Lamar Feat. Zacari,LOVE.,2023-04-25 09:03:15.645000+00:00,213000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Drake,Passionfruit,2023-04-25 09:09:09.365000+00:00,214000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Childish Gambino,Redbone,2023-04-25 09:12:43+00:00,79000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
J. Cole,Wet Dreamz,2023-04-25 09:14:02.051000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Childish Gambino,Redbone,2023-04-25 09:14:02.341000+00:00,327000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
J. Cole,Wet Dreamz,2023-04-25 09:20:17.918000+00:00,75000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
J. Cole,Wet Dreamz,2023-04-25 09:21:32.779000+00:00,6000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Khalid,Saved,2023-04-25 09:21:38.767000+00:00,207000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Khalid,Saved,2023-04-25 09:26:58.473000+00:00,2000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Chance the Rapper Feat. Justin Bieber Feat. Towkio,Juke Jam (feat. Justin Bieber & Towkio),2023-04-25 09:27:00.411000+00:00,7000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Frank Ocean,Solo,2023-04-25 09:27:07.754000+00:00,257000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Logic Feat. Childish Gambino,Driving Ms Daisy,2023-04-25 09:31:28.628000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Frank Ocean,Solo,2023-04-25 09:31:28.887000+00:00,5000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Logic Feat. Childish Gambino,Driving Ms Daisy,2023-04-25 09:31:33.940000+00:00,241000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Logic Feat. Childish Gambino,Driving Ms Daisy,2023-04-25 09:36:18.595000+00:00,5000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Kid Cudi Feat. MGMT Feat. Ratatat,Pursuit Of Happiness (Nightmare),2023-04-25 09:36:23.989000+00:00,12000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Drake,God's Plan,2023-04-25 09:36:35.731000+00:00,1000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2023-04-25 09:36:36.002000+00:00,8000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Drake,God's Plan,2023-04-25 09:36:44.762000+00:00,125000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
ScHoolboy Q Feat. Kendrick Lamar,Collard Greens,2023-04-25 09:38:49.310000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Drake,God's Plan,2023-04-25 09:38:49.595000+00:00,0.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2023-04-25 09:38:49.738000+00:00,9000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Drake,God's Plan,2023-04-25 09:38:58.942000+00:00,199000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
The All-American Rejects,Gives You Hell,2023-04-25 09:46:02.861000+00:00,213000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Fall Out Boy,Thnks fr th Mmrs,2023-04-25 09:49:37.158000+00:00,5000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Panic! At The Disco,I Write Sins Not Tragedies,2023-04-25 09:49:42.754000+00:00,24000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Fall Out Boy,"Sugar, We're Goin Down",2023-04-25 09:50:06.920000+00:00,229000.0,TRACK,77.63.89.144,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1093,Europe/Amsterdam
Fall Out Boy,"Sugar, We're Goin Down",2023-04-25 10:29:34.932000+00:00,10000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
The All-American Rejects,Gives You Hell,2023-04-25 10:29:44.734000+00:00,12000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ik Was Een Klootzak,2023-04-25 10:29:56.531000+00:00,229000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
The All-American Rejects,Gives You Hell,2023-04-25 10:33:45.954000+00:00,213000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Fall Out Boy,Thnks fr th Mmrs,2023-04-25 10:45:04.732000+00:00,6000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Panic! At The Disco,I Write Sins Not Tragedies,2023-04-25 10:45:10.994000+00:00,163000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Zakmuitdeheup,2023-04-25 10:47:53.994000+00:00,1000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Lente In Bed,2023-04-25 10:47:54.327000+00:00,5000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ik Was Een Klootzak,2023-04-25 10:47:59.636000+00:00,254000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Broertje Ik Heb Je,2023-04-25 10:52:13.378000+00:00,177000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Broertje Ik Heb Je,2023-04-25 10:58:29.908000+00:00,5000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ze Kan Me Wel Schieten Part 2 & 3,2023-04-25 10:58:34.619000+00:00,222000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Stuntro,2023-04-25 11:02:16.735000+00:00,4000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ze Kan Me Wel Schieten Part 1,2023-04-25 11:02:20.392000+00:00,7000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Watskeburt?!,2023-04-25 11:02:27.806000+00:00,1000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Sterrenstof,2023-04-25 11:02:28.150000+00:00,5000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Watskeburt?!,2023-04-25 11:02:33.830000+00:00,252000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Get Spanish,2023-04-25 11:06:45.941000+00:00,93000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Get Spanish,2023-04-25 11:08:18.450000+00:00,5000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Hollereer,2023-04-25 11:08:23.917000+00:00,69000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$ feat. J. Cole,LEGENDARY,2023-04-25 11:09:32.123000+00:00,0.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$ feat. Chronixx,BABYLON,2023-04-25 11:09:32.405000+00:00,13000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$ feat. J. Cole,LEGENDARY,2023-04-25 11:09:45.452000+00:00,278000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$,AMERIKKKAN IDOL,2023-04-25 11:19:04.116000+00:00,286000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$ feat. J. Cole,LEGENDARY,2023-04-25 11:23:50.027000+00:00,7000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$,AMERIKKKAN IDOL,2023-04-25 11:23:57.128000+00:00,371000.0,TRACK,77.63.10.106,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,Utrecht,Montfoort,3417,Europe/Amsterdam
Joey Bada$$ feat. Chronixx,BABYLON,2023-04-25 12:38:21.776000+00:00,299000.0,TRACK,77.63.9.127,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
Joey Bada$$ feat. J. Cole,LEGENDARY,2023-04-25 12:43:20.341000+00:00,278000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 14:03:55.721000+00:00,206000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 14:07:22.877000+00:00,1000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Daniel Caesar,Valentina,2023-04-25 14:07:23.386000+00:00,81000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 14:08:44.742000+00:00,1000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 14:08:45.096000+00:00,0.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 14:08:45.393000+00:00,2000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Rae Sremmurd,Tanisha (Pump That),2023-04-25 14:08:47.107000+00:00,167000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Metro Boomin & The Weeknd & Diddy Feat. 21 Savage,Creepin',2023-04-25 14:12:11.659000+00:00,167000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 14:14:58.577000+00:00,206000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-25 14:18:25.174000+00:00,0.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Daniel Caesar,Valentina,2023-04-25 14:18:25.502000+00:00,99000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-25 14:20:04.244000+00:00,47000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-25 14:20:51.337000+00:00,206000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Ik Was Een Klootzak,2023-04-25 16:23:50.131000+00:00,309000.0,TRACK,92.65.113.13,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,The Hague,2525,Europe/Amsterdam
Fresku,Twijfel,2023-04-25 16:35:21.631000+00:00,23000.0,TRACK,77.63.9.70,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Lente In Bed,2023-04-25 16:35:44.154000+00:00,5000.0,TRACK,77.63.9.70,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Zakmuitdeheup,2023-04-25 16:35:49.159000+00:00,224000.0,TRACK,77.63.9.70,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
De Jeugd Van Tegenwoordig,BPM69,2023-04-25 16:39:33.098000+00:00,10000.0,TRACK,77.63.9.70,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
De Jeugd Van Tegenwoordig,Lente In Bed,2023-04-25 16:39:43.834000+00:00,3000.0,TRACK,77.63.9.70,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,South Holland,Capelle aan den IJssel,2901,Europe/Amsterdam
